Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con1_GD6_1_50906.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con2_GD7_1_50908.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con3_GD8_1_50910.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con4_GD9_1_50912.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con5_GD10_1_50914.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con6_GD11_1_50916.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con7_GD12_1_50918.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con8_GE1_1_50920.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con9_GE2_1_50922.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con10_GE3_1_50924.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con11_GE4_1_50926.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con12_GE5_1_50928.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con13_GE6_1_50930.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con14_GE7_1_50932.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con15_GE8_1_50934.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP1_GF12_1_50970.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP2_GG1_1_50972.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP3_GG2_1_50974.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP4_GG3_1_50976.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP5_GG4_1_50978.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP6_GG5_1_50980.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP7_GG6_1_50982.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP8_GG7_1_50984.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP9_GG8_1_50986.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP10_GG9_1_50988.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP11_GG10_1_50990.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP12_GG11_1_50992.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP13_GG12_1_50994.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP14_GH1_1_50996.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP15_GH2_1_50998.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP1_GE9_1_50938.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP2_GE10_1_50940.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP3_GE11_1_50942.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP4_GE12_1_50944.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP5_GF1_1_50946.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP6_GF2_1_50948.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP7_GF3_1_50950.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP8_GF4_1_50952.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP9_GF5_1_50954.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP10_GF6_1_50956.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP11_GF7_1_50958.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP12_GF8_1_50960.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP13_GF9_1_50962.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP14_GF10_1_50964.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP15_GF11_1_50966.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix1_GH3_1_50936.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix2_GH3_1_50968.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix3_GH3_1_51000.d
P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	7871.68	5317.25	2982.36	5438.83	6927.46	7175.62			4596.16				12255	7950.91	5061.86	6125.03		5527.58	13037.7	2453.57		2876.75	3368.43	5432.81	4884.33	3633.03	4587.4		5198.79	7340.28			3871.1	9467.96				4324.2	6305.98	5240.48	5703.35	7551.8	4063.16		7242.81	5562.7	5274.73	5680.75
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	9999.42	8315.21	4687.14	8962.3	6973.06	11734.4		10701.3	7609.72				4762.41		4335.87	8572.94			22312.3			6246.35	4873.5	9937.5	3053.43	6100.5	8758.35	4130.81	12337.9	8788.09			2124.4	9886.66	6657.79			5184.93	7618.62	4323.36	10919.2	12826.2		3032.02	16133.4	8254.89	5038.52	7065.48
P61204;P84077	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	ADP-ribosylation factor 3	43752.6	42672.9	11902.6	47152.7	17429.9	82826.5	9718.34	28544.5	10544	8008.17	4718.07	8894.07	10417.5	14863	8426.09	17321.7	6182.52	11129.8	29978.4	7827.6	8977.07	43223.3	9212.85	19032.9	16116	9444.96	49267.1	8978.42	54654.1	54799.6	7911.02	10434.6	10143.9	68847.4	9886.25	3767.12	8247.75	8520.42	22627.3	13662	34549.1	19801.7	12786.6	9421.77	77974.3	22217.8	21492.4	22165.1
P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b	76249.3	78331.7	36955.7	77750.2	47016.9	52784.9	17306.9	51296.4	21579.5	16236.6	11162.3	16289.5	21009.4	49643.3	16906.5	26438.5		16249.6	35323.1	10201.5	11371.8	50566.5	18805.5	36572.3	20065	20098.2	58177.8	5676.99	56756.4	73542	13621.4	16635.8	14562.7	74238.1	3830.27		7944.93	4439.11	35072.6	28972.3	82834.6	24878.3	31398.7	6182.15	76860.6	20142.7	26307.7	25699
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial		5187.96	10581.1	8767.99	4660.84	4453.27	6014.78	6559.94	8458.03		8786.09		2385.34																4627.83						2858.49				3523.26			2168.99						2369.75
P61626	LYSC_HUMAN	LYZ	Lysozyme C	133733	122877	293796	137526	263531	152101	467857	310000	307658	574808	327874	369881	143339	245416	291245	1.07588e+06	102094	520604	1.2939e+06	604606	615698	1.51264e+06	1.5885e+06	800837	466628	1.48839e+06	417418	178751	472115	422641	359424	172808	189170	285988	135326	203331	462428	293192	282775	815781	426328	412426	581254	509468	428244	620530	625342	643854
P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	27103.4	19985.2	39585.3	27271.8	214930	30400.7	29915.1	44720.4	42991.8	45800.1	27848.9	25380.1	9740.43	5344.4	27363.9	27654.4	18840.4	58249.4	245210	33336.9	27808.5	210370	278046	55695.3	58134	240069	42463.7	20192.2	46736.8	47758.8	15523.9	23965.5	11573.4	23220.3	15383	35965.3	14229	61025.7		49716.4	29601.9	59771.2	31655.5	38944.2	99695.4	86599.3	94469.9	85926.3
P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	1751.64	2828.68	1435.41	2132.61	3188.11		1799.08	664.282				1792.11			1741.24			3841.34	11614.1	2734.78	3205.4	7435.7	2745.86	1870.62	2769.32	2118.44			1641.19	2744.77		1331.75	1401.14	2858.68	1217.6	2334.03		1677.11			2045.96	2054.43			2888.19	2250.01	2685.15	1854.55
P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	14311.8	31931.4	12873.6	11270.9	7496.74	9654.42	10746.8	10364	8880.86	4940.65	9006.03	4518.13		2202.96	1748.54	2729.94	1882.73	1603.22	11449.8			4331.43		2718.61	1599.09		2784.53		3159.01	3047.35	2560.05	2250		4128.17	2521.66		2351.59	708.544	2370.48	3425.75		2731.16		1442.64	4664.23	2544.08	2881.91	3239.21
P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	31255	33838.1	8526.26	29725.8	10774.4	13442.4	8803.64		12479.8	6421.47	14372.2	12926.1	19546.2			29921.5	12411.6		60549.4	16087.3	17316	11409.9	13298.3	28676.8	30555.9	9769.17	12227.3		8909.56	10474	8254.87	9840.57	10587.1	24430.8	31391.8	17542.6	14452.7	33243	11853.5	11973.4	34243.5	50597.2	12330.4	19737.3	35205.8	31728.6	23166.5	31550.1
P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	7660.91	10069.2		6710.64	5510.36	3688.23	2584.45	4100.82		9314.52	7697.03	6455.67	4540.18	8050.91	4900.59	8232.69		2219.29	36293.3	8227.39	5818.24	3532.33	11945.6	23223.8	6699.97	12332.8	5377.59	1899.07	5276.74			3210.73	3365.54	9938.13		3447.71	9412.55			3617.77	5495.78	8752.25		7566.9	6133.99		9979.73	
P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	16059.3	16677.2	6910.4	12061.5	11987.8	8284.96	6781.38	6574.02	5655.45	7177.51	5661.99	8812.39		7674.95	9076.28	11172.4	4766.75	6262.3	39083.8	8240.75	10080	11503.4	12437.1	26646.1	12288.2	14808	8598.15	6058.86	11182.3	11502.8	5811.99	6222.02	12330.5	15254.5	14956.8		13371.8	8254.52	7816.43	15241.8	14467.7	16014.8	9045.6	8528.23	16022.8	14255.9	14517.4	13046.1
P62241	RS8_HUMAN	RPS8	Small ribosomal subunit protein eS8	7711.29	8020.97	5439.05	6056.61			4389.94	6576.93	6825.44	6090.9	7823.17			2830.31		2183.28			4211.46			3271.37																				1793.41						
P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	70822.1	70463.6	32840.3	72829.2	37046.3	43833.6	26381.1	31600	14249	31004	24342.1	14503.2		18002.7	9054.68	36869.2	19398.8	28259	73714.4	27470.2	25448.1	47725.6	22797.9	49065.6	31459.6	22083.6	38676.1	9926.74	40629.9	35915.5	12345	13313.7	11936.9	35512.6	27923.4	9458.71		33628.6	17073.9	17430.9	52661.7	60967.1	11653.2	18131.4	53205.4	18715	21853.9	18420.5
P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6	2389.48	2114.27		2463.32		3266.19																					2383.98		1026.62	1546.98				1405.56											3991.1			
P62736	ACTA_HUMAN	ACTA2	Actin, aortic smooth muscle		375492	158165	339228	237239	224731	111074	210980	147935			71538.5			109133	169750	51250.4	149668	468496	103802	102159		153825	198386	191165	136921	232044	47680.7		198035	54006.4		64400.8	270866	140374			144278		146948	344267	306871		98875.1	468953	176279	168871	170430
P62753	RS6_HUMAN	RPS6	Small ribosomal subunit protein eS6	6235.26	12998.5	6001.94				5006.13	4596.96	5246.05										5307.86			2978.76																										
P62805	H4_HUMAN	H4C1	Histone H4	545001	548106	141753	603084	231285	149083	83706.3	84669.8	120550	484234	122675	42147.2	155844	117112	116685	2.16385e+06	24966.9	87032.8	1.95812e+06	118328	119771	78091.6	241458	665447	322550	242848	204393	34059	216374	207561	54734.2	44906.2	48802.6	501077	79237.9	45336.2	39920	40535.5	286851	185456	235598	131418	78611.7	97830.4	459237	407497	453922	406717
P62820;Q9H0U4	RAB1A_HUMAN;RAB1B_HUMAN	RAB1A;RAB1B	Ras-related protein Rab-1A	18450.8	20369	7167.15	22891.2	10720.2	18058	6486.39	7961.62	3391.51							10664.9	5591.13	8898.39	16437.2	8848.93	10079.2	14365.1	6457.96		8638.45	7354.59	24845		14249.3	15163.4		5335.6	6139.71	21560.1	5234.55			9731.99	4896.88	12140.4	21682.5	7643.85	10797.3	4870.62	21625.9	18018.4	13141.8	15625.7
P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	55523.9	48454	14542.5	59079.3	25071.8	72670.4	26308.7	16010.3	11296.3		21357.8	20023.2	10077	9778.58	13718.5	8580.5	33754.9	25067.4	49121.3	27617.7	28929.9	85821.4	11381.8	17388.4	8977.87	9677.56	16928.6	25889.4	19216.5	18374	22433	25915.1	29095.6	32402.5	14450.1	7707.34		8468.68	19250		54651.4	43841.3	6742.54	6182.8	35596.2	14170.6	17007.6	15483.4
P62829	RL23_HUMAN	RPL23	Large ribosomal subunit protein uL14	12757.4	16478.7	16241.1	6869.03	5909.4		12089.2	6600.68				7975.98							4751.81															3990.78				3916.83		5088.78	4994.17	2116.89						
P62857	RS28_HUMAN	RPS28	Small ribosomal subunit protein eS28	13248.5	11833.9	11235	11631.9	5627.12	10422.4	10540.9	12729	11019	7114.3	8393.27	5725.52		4049.84		4512.58	1874.41	3246.73	8013.49	4380.65	2529.74	4690.94	2735.07	5820.15	4134.48		2726.72			3184.08	3307.98		3898.73	4996.15	3084.56			4113.89	3747.25	2941.37		2491.44		3600.78			3944.74	3664.52
P62873;P62879	GBB1_HUMAN;GBB2_HUMAN	GNB1;GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	11919.6	11641.7	9365.43	14977.9	7062.89	7945.61	7967.96		9216.23		5431.9	5179.13		7996.06		6848.57	9662.86		19264.3	6957.68	5398.64			10139.6	11225.5		10577.2	5638.44	13837	13485.9			7798.23	15579.6	16417.1		8908.75	13275.1	7814.32	9099.8	14212.1	19630.5		6091.88	10723.7	7582.08	8186.65	9526.57
P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	107736	117700	34295.7	115538	56025.6	136032	36940.9	53594.2	35020.5	29901.2	35886.9	23969.9	26379	49104.7	24664.7	38687.5	19542.7	27249.6	635221	27940.1	27530.4	119360	42235.9	58047.5	27705.7	43869.3	83447.1	21321.4	88252.4	80475.1	20946.8	19928.1	21194.2	108205	14872.5	8978.81	21149.8	26497.8	38104.1	20471.7	64794.4	50447.2	19802.5	17062.5	131716	75422.7	79692.3	76994.4
P62942	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	13906.3	15899.2	3588.24	17173.9	12033.6	15056.4		6444.45	2429.3					9987.81		12314		6843.4	22113.6	4050.69		17362.1	8430.08	9443.13	5563.41	10826.3	9759.55		7174.35	9000.9				13506.7				5221.62	9810		7105.83	8415.99			12160.2		7122.65	7832.99
P63098	CANB1_HUMAN	PPP3R1	Calcineurin subunit B type 1	4404.68	5256.25			3499.05		2771.08									4023.12	3934.88	3525.56	9016.78	2561.41	3641.77	8859.94	6109.79		7793.31	7515.9	5955.65			4674.98				7379.27	3476.68			7261.64			4682.01	3488.21			7013.45			4551.02
P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	89872	89525.1	24167.6	76146.3	61474.1	56501.7	24242.3	43106.3	28594.5	22259.4	17220.2	19903.2	26320.9	30731.9	23790.3	37047.7	9222.11	22490.2	64404	12576.2	17335.3	43197.8	25173	65041.1	37485.3	24340	32155.1	8651.73	43910.4	40120.3	19214.6	16340.3	19540.3	67113	33058.2	18732.1	23782.6	34932.6	27344	22338.9	48836.6	45238.3	15886.7	16308	75953.1	36432.7	36598.9	32904.2
P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1	8888.83	8812.49	4866.78	8036.26	11932.7	13572	14211	11363.1	5017.96	4787.44	5537.39	10774			5980.6	12845.3	13648.2	12483.5	51497.5	12787.7	13884	47511.4	11000.7	9592.14	10413.1	10228.8	5399.98	12481.6	8886.28	4629.39	10233.6	6654.24	8412.99	8761.14	13387.7	2597.73	6475.71	6315.76	4986.44	6241.08	14508.1	9954.08	6018	6869.02	10233.5	15154.3	18364	15747.9
P63241;Q6IS14;Q9GZV4	IF5A1_HUMAN;IF5A2_HUMAN;IF5AL_HUMAN	EIF5A;EIF5A2;EIF5AL1	Eukaryotic translation initiation factor 5A-1	15761.2	16896.4	5368.89	19901.4	9981.55	18820.1						2964.14	3842.17						11091.6		3342.29										7233.84			5911.41							9578.54	11389.5			7140.49	4144.52		
P63316	TNNC1_HUMAN	TNNC1	Troponin C, slow skeletal and cardiac muscles					21261.7						8114.5					85234		55129	22468.7	118544	127514	22753.3		5975.18	199709	4434.36				1621.89					9920.51						7010.67	6756.31		19078.3	10372.9	46369.6	43872.9	45120.9
P67936	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	335599	321998	70884.2	306063	265116	197719	57156.6	165071	53736.8	34299.1	24583	44044.1	38730.6	48354.8	56736.8	188954	8615.55	99191.5	115216	50198.5	62350.9	285409	25523.1	164732	84702.9	31198.6	352575	16340.3	395273	345210	24120.2	33156	40093.1	468198	24217.1	8460.36	17972	22339.5	125059	38358.6	124142	46788.6	61453.5	44810.9	379480	117755	110194	122475
P68104;Q5VTE0	EF1A1_HUMAN;EF1A3_HUMAN	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1	33746.1	31662.3	18634.5	33898.9	17744.7	18257.6	16311.7	25031.6	23769	24511.7	31958	9926.12	7885.25	22503.2	6801.72	15603.1	6579.47	15969.5	67230.5	17685.4	15360.9	22053	7567.46	23856.2	15568.3	9380.84	11210.3	7692.35	11985.5	13934.4	14561	11056.2	8390.48	20693.3	15264.9	12632.9	14359.2	5364.09	15065.8	21897.7	12963.8	21794	11465.1	11034.5	26613.8	17885.9	19239.8	19713.7
P68366	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain	154427	134576	92906	131629	46345	99536.6	35412.4	81269.9	68188.6	29936.8	23911.8	32180.6	67816.5	69780.6	33248	69267.4	7224.81	55970.8	130283	27084	28736.9	130137	35800.7	84067.5	38514.3	34433.4	58988.9	8709.01	56194.3	48944	20413.1	19069.2	21078.5	86322.9	7906.78		17466.9		51659.2	34862.2	115894	62100.7	42451.4	15297.4	170658	42975.1	41943.3	42968.4
P68371	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	34418.3	38505.2	21655.9	33360.6	16656.9	23081.1	12892.6	17395.6	16332.2	10422.4	11721.7	8938.25		12805	11453.1	10919.8		13703.2	42374.7	13277.1	11584.4	34759.5	6697.31	17507.1	11190.5	6464.77	11359.2		14611.6	12814.8	9573.72		7467.45	20417.7	4446.54		7748.76		12880.5	11455.4	17999.8	19299.8	11110.9		25079.9	12473.6	6854.93	11192.4
P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit alpha2	13788.5	14545.8		15860.9	4507.24	7331.33	3860.73	4375.34	3049.81			2884.63				3211.2	4632.75	5340.07	17367.1	5190.14	6628.1	18497.4	2367.22	6205.76	635.379	2514.37	3551.7	4475.51	3990.04	4331.03	2448.76	2043.14	3582.21	8121.89				1372.32	2504.93		10214	8439.5		1269.56	8468.85	3933.09	2637.78	2557.94
P68431;P84243;Q16695;Q71DI3	H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN	H3-3A;H3-4;H3C1;H3C15	Histone H3.1	10322.5	17346.1		11839.7												11843.6			27730.7	3232.24	5694.19			24254.1	4244.08	3331.86				4141.1											4092.24	2100			5544.97	5215.52	3629.93	4767.33
P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta	571951	495847	437043	519972	1.38704e+06	1.38198e+06	1.70762e+06	2.15074e+06	588379	685331	3.4676e+06	2.35614e+06	1.39335e+06	1.32312e+06	583420	327645	1.63738e+06	1.55374e+06	1.18634e+06	369495	352233	3.45771e+06	314710	301720	302366	361505	218623	1.80886e+06	176417	245957	1.3974e+06	2.14494e+06	1.49179e+06	624292	957806	1.22484e+06	498122	341962	438541	629706	962850	890067	1.47283e+06	612260	502974	1.71796e+06	1.81393e+06	1.82944e+06
P69849;Q15155;Q5JPE7	NOMO1_HUMAN;NOMO2_HUMAN;NOMO3_HUMAN	NOMO1;NOMO2;NOMO3	BOS complex subunit NOMO3		7414.5			3986.61	7494.19		6151.29	3942.36	5908.94	5620.02	4583.71	10658.3	5366.67	7585.26	4549.41	7746.52			8624.85			4796.81	4509.77	3835.09		4304.95			8146.37	3889.97	5550.54	4096.87		5940.74	14216.4	4421.86		4535.06	9093.94	6160.55	7469.98		2908.85		4191.01	4345.55	6398.55
P69892	HBG2_HUMAN	HBG2	Hemoglobin subunit gamma-2	7761.15	8604.02		4307.94		12512.2		7965.79							6087.34		15279.1	6393.62								73810.5	7374.19	12732.3	20409.3	8851.41		23071.7	21331		16740.3	4991.52					7599.58	11714.8			5810.69	10556.2	7990.08	8702.97
P69905	HBA_HUMAN	HBA1	Hemoglobin subunit alpha	498495	407295	378849	489649	1.31324e+06	1.15821e+06	1.68653e+06	2.08296e+06	522067	623905	4.38828e+06	2.05882e+06	1.37904e+06	1.54719e+06	658476	333048	1.57363e+06	1.37093e+06	1.06195e+06	345329	319196	3.52114e+06	245747	262525	296394	256510	167048	1.44916e+06	163060	207431	1.51613e+06	2.04718e+06	1.50902e+06	670275	945331	1.18249e+06	557552	386242	446490	557828	774074	728766	1.33731e+06	591634	367922	1.67303e+06	1.64021e+06	1.63514e+06
P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	4103.5	3152.74		3795.91	1994.49	4768.81	1725.2		928.815					1565.03					6773.12	1239.4	2324.12	6956.57				1769.26			2180.54			748.449								1750.74	2293.44	4878.16		1128.48	2070.05	1641.05		1837.21
P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1	68087.2	67157.6	19727.8	73876.7	54883.4	42279.9	37645.3	30518.3	22359	14119.1	25139.6	34538.5	65401.3	21160.4	30634.5	39267.7	31889.1	37247.9	135785	54195	44426	58581.1		36767.5	42969.4	2960.33	21773.8	32607.5	24942.6	25560.3	28690.1	27055.5	24664.9	43136.3	57874.1	15891.1	16889.4	28394.1	17152.6	33680.8	52486.1	58352.6	26789	18300.9	53394.1	33065	34268.3	36989.3
P78509	RELN_HUMAN	RELN	Reelin	14405.7	16614.9	17676.2	15569.3	12560.4	16907.2	12235	8203.97	16131.7	10295.7	12433.3	12156.9	8690.94	13255.2	19968.8	23160.3	47068.4	54817	12097.2	16368.3	17525.2	21659.4	25588.5	23669.7	28691.9	21359.5	17291.8	30058.4	16905.2	16730.2	13070.1	9977.84	10688.4	15087.3	21188.3	17618	21807.4	18555.4	16809.7	17621.5	34158.4	21900.4	14516.3	28196.3	16437	16271.3	17783.5	18306.2
P78539	SRPX_HUMAN	SRPX	Sushi repeat-containing protein SRPX	4912.74	5118.65	5255.56	5389.93	15244.5	4173.97	4377.1	1857.39	3742.43		5868.5	3248.12			3900.15	31249.7	11081.6	13314.3	39425.5	11392.5	11333.9	10796.1	16410.5	10125.5	8360.47	17352.8	9155.34	14132.8	12036.2	8247.45		3037.59	2655.18	15260.9	12706	13267	6602.01	23877.6	10025.4	8073.78	37139.5	24859.8	9641.08	14340.4	17071.8	12313.2	13474.6	12802.6
P79483	DRB3_HUMAN	HLA-DRB3	HLA class II histocompatibility antigen, DR beta 3 chain																							6197.81			4659.12										24022.6					2553.79	2094.21			4153.11			
P80108	PHLD_HUMAN	GPLD1	Phosphatidylinositol-glycan-specific phospholipase D	166562	174979	224181	164802	158286	322439	284054	539250	230224	361569	231831	228526	459301	286096	548564	135194	189323	155207	227787	216553	212123	139710	157215	99179.5	172128	151922	212017	176002	228626	234272	379264	283183	249082	124627	291979	313463	158117	224103	171236	213568	63165.7	50132	193852	230384	117421	166555	174693	172159
P80188	NGAL_HUMAN	LCN2	Neutrophil gelatinase-associated lipocalin	5273.7	4676.12	8860.74	5841.43	18413.7	5580.28	8271.45	9603.61	7494.25	13897.8	12359.4	6744.32	16644.7	12787.7	11016.7	48559	2098.98	7146.97	50549.5		11582.6	86631.7	17524.3	42483.6	19215.2	17510.7	13807.4		15415.3	16737.3	9073.29	4320.41	3314.23	10210.9	16549.5	6514.44	22067.7	2259.05	15721.2	42799.5	17412.4	10650.8	9401.62	16500.1	13928.4	21757.6	24621.1	24966.6
P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2	3803.35	5731.28		6804.31	3600.91	11104.9	11170.5	7273.84	7486.48	7740.13	10455.8	12924	4570.68	10419.1	9586.5	12569.7	4247.08	5555.31	5343.48	9956.39	15712.2	6959.14	4552.66	8564.47	6013.61	3600.38	5803.87	3352.34	8012.83	5935.02	7714.4		5607.43	13065.9	2351.44	4943.64	5878.92	12140.9	3426.17		8234.88	4071.88	8765.91	13793.7	5955.44	5662.86	6085.85	5226.4
P80404	GABT_HUMAN	ABAT	4-aminobutyrate aminotransferase, mitochondrial							2280.53					1753.7	2984.37	2166.75	1901.67	3054.96			2003.6					4487.04	4540.6		5951.91		7454.66	6297.4		7559.08	4727.64	2960.65	26173		9846.71				8659.15	1950.8	2306.22	5781.22	4377.52	1974.42		2553.79
P80511	S10AC_HUMAN	S100A12	Protein S100-A12				3261.16		7234.68				27435.9	20202.3		197542	73536.6					5940.83			17574.7		9306.76	8589.07	7609.66					5280.02			9002.41			29303							5438.24	6421.78	7124.12	11077.8	9282.19
P80748	LV321_HUMAN	IGLV3-21	Immunoglobulin lambda variable 3-21	2.95603e+06	2.94037e+06	1.13402e+06	2.78209e+06	1.62707e+06	1.5101e+06	1.52817e+06	1.29153e+06	1.45155e+06	1.62856e+06	1.78993e+06	1.63425e+06	3.75078e+06	1.83341e+06	2.0678e+06	1.72491e+06	1.46435e+06	1.86889e+06	3.21583e+06	1.09519e+06	1.07573e+06	1.77463e+06	2.04653e+06	1.43971e+06	1.43441e+06	1.92749e+06	1.5235e+06	1.25536e+06	1.62158e+06	1.78662e+06	3.48111e+06	1.6876e+06	1.66493e+06	1.3867e+06	1.21094e+06	773553	2.50448e+06	1.47842e+06	1.226e+06	3.23609e+06	1.60745e+06	1.96648e+06	2.58458e+06	1.12908e+06	1.68655e+06	1.45309e+06	1.65574e+06	1.4978e+06
P81605	DCD_HUMAN	DCD	Dermcidin	11894.3	15762.7	20139.3	8240.61	27736.2	16463.2	35207.9		70349.6	31641.6	72886.8	20051.3	93044.4	66656		45523.5	15149.6	36322.1	20014.4	13238.1	10551.2	15700.5	12996.4	21831.4	18331.9	19546.4	16874	34911.7	24229.8	19653	28779.8		21167.4	23754.5	17752.8		10124.3		28641		21118.1	17381.3		14298.3	30790.2		22887.7	21781.6
P82970	HMGN5_HUMAN	HMGN5	High mobility group nucleosome-binding domain-containing protein 5					3612.49											6733.64			37060.4	1022.7			2104.34	2647.23		3355.3	1116.87										3506.13								2781.72	3704.48	6174.01	7854.56
P82979	SARNP_HUMAN	SARNP	SAP domain-containing ribonucleoprotein																			21737.7						1864.32	3264.72																4370.61					3912.69	
P84095	RHOG_HUMAN	RHOG	Rho-related GTP-binding protein RhoG				4208.44															11243.1					6571.73						5285.92				3847.39						5442.06		4212.72			5562.69			
P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	9820.51	12351.3		7091.48															13135.9															9945.95						17712.8					6025.75	6430.61		
P98066	TSG6_HUMAN	TNFAIP6	Tumor necrosis factor-inducible gene 6 protein	6204.87	8043.84	3952.96		5524.83	7533.9	5958.67	2719.1	5622.9			2174.53		3808.46		21773.6	9865.47			9167.23	9427.58	4340.16	8965.86	13499.3	8996.92	8575.03	9777.82	8609.15	6515.78	8083.61	6777.07		5051.1		7142.26		4680.41		10156	7777.08	26106.5	22417.6		5260.31	8737.77	6218.26	7614.89	7923.62
P98088	MUC5A_HUMAN	MUC5AC	Mucin-5AC										6430.25														136709															4365.35							12033.7	12032.3	15044.9
